time,yawRate
5.001, 0.2247314453
5.026, 0.2154541016
5.046, 0.2105712891
5.066, 0.2117919922
5.086, 0.2171630859
5.106, 0.2281494141
5.126, 0.24609375
5.146, 0.2668457031
5.166, 0.2814941406
5.186, 0.2790527344
5.206, 0.2629394531
5.222, 0.2452392578
5.242, 0.2293701172
5.262, 0.2097167969
5.282, 0.1888427734
5.302, 0.1853027344
5.322, 0.2061767578
5.342, 0.236328125
5.362, 0.2570800781
5.382, 0.2680664062
5.402, 0.2795410156
5.421, 0.2849121094
5.441, 0.2661132812
5.461, 0.2216796875
5.481, 0.1785888672
5.501, 0.1630859375
5.521, 0.1795654297
5.541, 0.2137451172
5.561, 0.2399902344
5.581, 0.2514648438
5.601, 0.2614746094
5.621, 0.2768554688
5.641, 0.2827148438
5.661, 0.2648925781
5.681, 0.2302246094
5.701, 0.1958007812
5.721, 0.1806640625
5.741, 0.1700439453
5.761, 0.1331787109
5.781, 0.08874511719
5.801, 0.09112548828
5.821, 0.1447753906
5.841, 0.1931152344
5.861, 0.2113037109
5.881, 0.2392578125
5.901, 0.3000488281
5.921, 0.3432617188
5.941, 0.3190917969
5.961, 0.2556152344
5.981, 0.2126464844
6.001, 0.1977539062
6.02, 0.1860351562
6.04, 0.1833496094
6.06, 0.2230224609
6.08, 0.2978515625
6.1, 0.3474121094
6.12, 0.3391113281
6.14, 0.3059082031
6.16, 0.275390625
6.18, 0.2336425781
6.2, 0.177734375
6.22, 0.146484375
6.24, 0.1629638672
6.26, 0.1926269531
6.28, 0.2021484375
6.3, 0.2026367188
6.32, 0.2154541016
6.34, 0.2277832031
6.36, 0.2073974609
6.38, 0.1600341797
6.4, 0.1328125
6.421, 0.1479492188
6.441, 0.1793212891
6.461, 0.2016601562
6.481, 0.2275390625
6.501, 0.2685546875
6.521, 0.3015136719
6.541, 0.2995605469
6.561, 0.2707519531
6.581, 0.2385253906
6.601, 0.2103271484
6.622, 0.1787109375
6.642, 0.1550292969
6.662, 0.1595458984
6.682, 0.1888427734
6.702, 0.2211914062
6.722, 0.2458496094
6.742, 0.265625
6.762, 0.2763671875
6.782, 0.2646484375
6.802, 0.2290039062
6.82, 0.1925048828
6.84, 0.1734619141
6.86, 0.1733398438
6.88, 0.1840820312
6.9, 0.2037353516
6.92, 0.2365722656
6.94, 0.2736816406
6.96, 0.2939453125
6.98, 0.2856445312
7, 0.2639160156
7.02, 0.2471923828
7.04, 0.2346191406
7.06, 0.2182617188
7.08, 0.2044677734
7.1, 0.2083740234
7.12, 0.2269287109
7.14, 0.2387695312
7.16, 0.2283935547
7.18, 0.2027587891
7.2, 0.1823730469
7.22, 0.1745605469
7.24, 0.1705322266
7.26, 0.1701660156
7.28, 0.1921386719
7.3, 0.2423095703
7.32, 0.2985839844
7.34, 0.3269042969
7.36, 0.3203125
7.38, 0.2961425781
7.4, 0.2609863281
7.421, 0.2117919922
7.441, 0.158203125
7.461, 0.1247558594
7.481, 0.1175537109
7.501, 0.1335449219
7.521, 0.1765136719
7.541, 0.2388916016
7.561, 0.2966308594
7.581, 0.3239746094
7.601, 0.3146972656
7.62, 0.2795410156
7.64, 0.2298583984
7.66, 0.1798095703
7.68, 0.1430664062
7.7, 0.1291503906
7.72, 0.1420898438
7.74, 0.1773681641
7.76, 0.2225341797
7.78, 0.265625
7.8, 0.2946777344
7.82, 0.2966308594
7.84, 0.2707519531
7.86, 0.2307128906
7.88, 0.1943359375
7.9, 0.1730957031
7.92, 0.1636962891
7.94, 0.1591796875
7.96, 0.1715087891
7.98, 0.2143554688
8, 0.2673339844
8.021, 0.3039550781
8.041, 0.3244628906
8.061, 0.3427734375
8.081, 0.3537597656
8.101, 0.3430175781
8.121, 0.3208007812
8.141, 0.3125
8.161, 0.3217773438
8.181, 0.3422851562
8.201, 0.3745117188
8.227, 0.4057617188
8.247, 0.4165039062
8.267, 0.4091796875
8.287, 0.3913574219
8.307, 0.3569335938
8.327, 0.3034667969
8.347, 0.2502441406
8.367, 0.2181396484
8.387, 0.2045898438
8.407, 0.2030029297
8.42, 0.2176513672
8.44, 0.2531738281
8.46, 0.2954101562
8.48, 0.3125
8.5, 0.29296875
8.52, 0.2517089844
8.54, 0.2067871094
8.56, 0.1707763672
8.58, 0.1623535156
8.6, 0.1912841797
8.621, 0.2409667969
8.641, 0.2880859375
8.661, 0.3212890625
8.681, 0.3234863281
8.701, 0.2683105469
8.721, 0.1513671875
8.741, 0.01719665527
8.761, -0.08325195312
8.781, -0.1324462891
8.801, -0.1223144531
8.821, -0.04156494141
8.841, 0.1022338867
8.861, 0.26953125
8.881, 0.4045410156
8.901, 0.4724121094
8.921, 0.4716796875
8.941, 0.4077148438
8.961, 0.2924804688
8.981, 0.1602783203
9.001, 0.05917358398
9.021, 0.01916503906
9.041, 0.04620361328
9.061, 0.1259765625
9.081, 0.2396240234
9.101, 0.3581542969
9.121, 0.4365234375
9.141, 0.4406738281
9.161, 0.3759765625
9.181, 0.2734375
9.201, 0.1591796875
9.221, 0.05706787109
9.241, 0.00276184082
9.261, 0.02699279785
9.281, 0.1232299805
9.301, 0.2425537109
9.321, 0.3337402344
9.341, 0.3803710938
9.361, 0.3833007812
9.381, 0.3386230469
9.401, 0.2484130859
9.421, 0.140625
9.441, 0.05838012695
9.461, 0.0192565918
9.481, 0.02627563477
9.501, 0.09356689453
9.521, 0.2121582031
9.541, 0.3247070312
9.561, 0.3767089844
9.581, 0.3662109375
9.601, 0.3215332031
9.626, 0.2531738281
9.646, 0.1685791016
9.666, 0.09808349609
9.686, 0.07543945312
9.706, 0.1080322266
9.726, 0.1722412109
9.746, 0.2385253906
9.766, 0.2946777344
9.786, 0.33203125
9.806, 0.3381347656
9.821, 0.3071289062
9.841, 0.2524414062
9.861, 0.1970214844
9.881, 0.1573486328
9.901, 0.1374511719
9.921, 0.1424560547
9.941, 0.1817626953
9.961, 0.2432861328
9.981, 0.2954101562
10.001, 0.3154296875
10.021, 0.3024902344
10.041, 0.2702636719
10.061, 0.2282714844
10.081, 0.1882324219
10.101, 0.1697998047
10.121, 0.1806640625
10.141, 0.2078857422
10.161, 0.2416992188
10.181, 0.2795410156
10.201, 0.3081054688
10.221, 0.302734375
10.241, 0.2561035156
10.261, 0.2009277344
10.281, 0.1728515625
10.301, 0.1748046875
10.321, 0.1901855469
10.341, 0.2152099609
10.361, 0.25
10.381, 0.2756347656
10.401, 0.2709960938
10.421, 0.2370605469
10.441, 0.1932373047
10.461, 0.1556396484
10.481, 0.1232910156
10.501, 0.09924316406
10.521, 0.1008911133
10.541, 0.1369628906
10.561, 0.1926269531
10.581, 0.2404785156
10.601, 0.2709960938
10.621, 0.2875976562
10.641, 0.2790527344
10.661, 0.2330322266
10.681, 0.1678466797
10.701, 0.1192626953
10.721, 0.1045532227
10.741, 0.1189575195
10.761, 0.1549072266
10.781, 0.2114257812
10.801, 0.2741699219
10.821, 0.3125
10.841, 0.3071289062
10.861, 0.2722167969
10.881, 0.2329101562
10.901, 0.1978759766
10.921, 0.1689453125
10.941, 0.1529541016
10.961, 0.1669921875
10.981, 0.2083740234
11.001, 0.2491455078
11.022, 0.2697753906
11.042, 0.2805175781
11.062, 0.2922363281
11.082, 0.2883300781
11.102, 0.2514648438
11.122, 0.2030029297
11.142, 0.1727294922
11.162, 0.1614990234
11.182, 0.1538085938
11.202, 0.1496582031
11.225, 0.1649169922
11.245, 0.1827392578
11.265, 0.1600341797
11.285, 0.09197998047
11.305, 0.01858520508
11.325, -0.0217590332
11.345, -0.02842712402
11.365, -0.01782226562
11.385, 0.01661682129
11.405, 0.08410644531
11.421, 0.173828125
11.441, 0.2661132812
11.461, 0.3454589844
11.481, 0.4096679688
11.501, 0.4611816406
11.521, 0.4763183594
11.541, 0.4389648438
11.561, 0.3752441406
11.581, 0.3256835938
11.601, 0.2907714844
11.621, 0.2359619141
11.641, 0.1624755859
11.661, 0.1171264648
11.681, 0.1198730469
11.701, 0.1459960938
11.721, 0.1706542969
11.741, 0.2059326172
11.761, 0.2602539062
11.781, 0.3049316406
11.801, 0.3110351562
11.821, 0.2900390625
11.841, 0.2758789062
11.861, 0.2729492188
11.881, 0.2587890625
11.901, 0.2333984375
11.921, 0.2263183594
11.941, 0.2470703125
11.961, 0.2731933594
11.981, 0.2817382812
12.001, 0.2692871094
12.021, 0.2299804688
12.041, 0.1796875
12.061, 0.1629638672
12.081, 0.1839599609
12.101, 0.2076416016
12.121, 0.2198486328
12.141, 0.2434082031
12.161, 0.2854003906
12.181, 0.3073730469
12.201, 0.2712402344
12.221, 0.1979980469
12.241, 0.1383056641
12.261, 0.1045532227
12.281, 0.08020019531
12.301, 0.07464599609
12.321, 0.120300293
12.341, 0.2127685547
12.361, 0.3073730469
12.381, 0.3637695312
12.401, 0.3742675781
12.421, 0.3474121094
12.441, 0.2836914062
12.461, 0.1866455078
12.481, 0.08477783203
12.501, 0.02607727051
12.521, 0.03866577148
12.541, 0.1103515625
12.561, 0.2064208984
12.581, 0.3000488281
12.601, 0.3676757812
12.621, 0.3840332031
12.641, 0.341796875
12.661, 0.263671875
12.681, 0.1779785156
12.701, 0.1011352539
12.721, 0.05099487305
12.741, 0.04638671875
12.761, 0.09259033203
12.781, 0.1733398438
12.801, 0.2521972656
12.821, 0.3024902344
12.841, 0.3151855469
12.861, 0.2937011719
12.881, 0.2473144531
12.901, 0.1899414062
12.921, 0.1429443359
12.941, 0.1256103516
12.961, 0.1424560547
12.981, 0.1833496094
13.001, 0.23828125
13.021, 0.2978515625
13.041, 0.34375
13.061, 0.3540039062
13.081, 0.3220214844
13.101, 0.2651367188
13.121, 0.2083740234
13.141, 0.1662597656
13.161, 0.1467285156
13.181, 0.1549072266
13.201, 0.1845703125
13.221, 0.2231445312
13.241, 0.2609863281
13.261, 0.2875976562
13.281, 0.2919921875
13.301, 0.2727050781
13.321, 0.2387695312
13.341, 0.2012939453
13.361, 0.1697998047
13.381, 0.158203125
13.401, 0.1676025391
13.421, 0.1900634766
13.441, 0.2188720703
13.461, 0.2436523438
13.481, 0.2570800781
13.501, 0.2575683594
13.521, 0.2442626953
13.541, 0.2202148438
13.561, 0.1945800781
13.581, 0.1787109375
13.601, 0.1840820312
13.621, 0.2103271484
13.641, 0.2459716797
13.661, 0.2802734375
13.681, 0.3061523438
13.701, 0.3115234375
13.721, 0.2924804688
13.741, 0.2573242188
13.761, 0.2145996094
13.781, 0.173828125
13.801, 0.1435546875
13.821, 0.1357421875
13.841, 0.1602783203
13.861, 0.2067871094
13.881, 0.2548828125
13.901, 0.2907714844
13.921, 0.3041992188
13.941, 0.2888183594
13.961, 0.2534179688
13.981, 0.2133789062
14.001, 0.1802978516
14.021, 0.1645507812
14.041, 0.1706542969
14.061, 0.1959228516
14.081, 0.2309570312
14.101, 0.2595214844
14.121, 0.2778320312
14.141, 0.2905273438
14.161, 0.2907714844
14.181, 0.263671875
14.201, 0.2163085938
14.221, 0.1705322266
14.241, 0.1394042969
14.261, 0.1190185547
14.281, 0.109375
14.301, 0.1330566406
14.321, 0.1987304688
14.341, 0.2692871094
14.361, 0.3015136719
14.381, 0.2954101562
14.401, 0.2802734375
14.421, 0.2705078125
14.441, 0.2529296875
14.461, 0.2191162109
14.481, 0.1834716797
14.501, 0.1694335938
14.521, 0.1818847656
14.541, 0.2049560547
14.561, 0.2244873047
14.581, 0.2415771484
14.601, 0.2553710938
14.621, 0.25390625
14.641, 0.2342529297
14.661, 0.2176513672
14.681, 0.2247314453
14.701, 0.2469482422
14.721, 0.2595214844
14.741, 0.2622070312
14.761, 0.2736816406
14.781, 0.2951660156
14.801, 0.3078613281
14.821, 0.3032226562
14.841, 0.2895507812
14.861, 0.2727050781
14.881, 0.2531738281
14.901, 0.2316894531
14.921, 0.2160644531
14.941, 0.2103271484
14.961, 0.2093505859
14.981, 0.2092285156
15.001, 0.208984375
15.021, 0.2080078125
15.041, 0.2047119141
15.061, 0.2052001953
15.081, 0.212890625
15.101, 0.2266845703
15.121, 0.2395019531
15.141, 0.2435302734
15.161, 0.2387695312
15.181, 0.2288818359
15.201, 0.2159423828
15.221, 0.2021484375
15.241, 0.1967773438
15.261, 0.1997070312
15.281, 0.2064208984
15.301, 0.2198486328
15.321, 0.2388916016
15.341, 0.2575683594
15.361, 0.26953125
15.381, 0.2700195312
15.401, 0.2570800781
15.421, 0.2360839844
15.441, 0.2136230469
15.461, 0.1995849609
15.481, 0.1968994141
15.501, 0.2021484375
15.521, 0.2126464844
15.541, 0.22265625
15.561, 0.2266845703
15.581, 0.2279052734
15.601, 0.2277832031
15.621, 0.2229003906
15.641, 0.2139892578
15.661, 0.2054443359
15.681, 0.2014160156
15.701, 0.2062988281
15.721, 0.2202148438
15.741, 0.2384033203
15.761, 0.2565917969
15.781, 0.2709960938
15.801, 0.2766113281
15.821, 0.2724609375
15.841, 0.2641601562
15.861, 0.2546386719
15.881, 0.2432861328
15.901, 0.2312011719
15.921, 0.2220458984
15.941, 0.2231445312
15.961, 0.2326660156
15.981, 0.2399902344
16.001, 0.2392578125
16.021, 0.2353515625
16.041, 0.2342529297
16.061, 0.2313232422
16.081, 0.22265625
16.101, 0.2126464844
16.121, 0.2120361328
16.141, 0.2209472656
16.161, 0.2319335938
16.181, 0.2440185547
16.201, 0.2556152344
16.221, 0.259765625
16.241, 0.2548828125
16.261, 0.2452392578
16.281, 0.2373046875
16.301, 0.2330322266
16.321, 0.2326660156
16.341, 0.2368164062
16.361, 0.2471923828
16.381, 0.2626953125
16.401, 0.2731933594
16.421, 0.2727050781
16.441, 0.2592773438
16.461, 0.2315673828
16.481, 0.2047119141
16.501, 0.1983642578
16.521, 0.2188720703
16.541, 0.2543945312
16.561, 0.2893066406
16.581, 0.3186035156
16.601, 0.3344726562
16.622, 0.3288574219
16.642, 0.3017578125
16.662, 0.2651367188
16.682, 0.2264404297
16.702, 0.1956787109
16.722, 0.1857910156
16.742, 0.1938476562
16.762, 0.2004394531
16.782, 0.2000732422
16.802, 0.2028808594
16.821, 0.2083740234
16.841, 0.2108154297
16.861, 0.2156982422
16.881, 0.2274169922
16.901, 0.2362060547
16.921, 0.2368164062
16.941, 0.2357177734
16.961, 0.2342529297
16.981, 0.2309570312
17.001, 0.2276611328
17.021, 0.2287597656
17.041, 0.232421875
17.061, 0.2294921875
17.081, 0.2189941406
17.101, 0.20703125
17.121, 0.1989746094
17.141, 0.1973876953
17.161, 0.1960449219
17.181, 0.1873779297
17.201, 0.1811523438
17.221, 0.1889648438
17.241, 0.2034912109
17.261, 0.21484375
17.281, 0.2209472656
17.301, 0.2244873047
17.321, 0.2260742188
17.341, 0.2205810547
17.361, 0.2080078125
17.381, 0.1970214844
17.401, 0.1956787109
17.421, 0.2091064453
17.441, 0.2326660156
17.461, 0.2563476562
17.481, 0.2761230469
17.501, 0.29296875
17.521, 0.3024902344
17.541, 0.2924804688
17.561, 0.263671875
17.581, 0.2338867188
17.601, 0.2252197266
17.621, 0.2468261719
17.641, 0.2888183594
17.661, 0.3344726562
17.681, 0.3696289062
17.701, 0.38671875
17.721, 0.384765625
17.741, 0.37109375
17.761, 0.3515625
17.781, 0.3188476562
17.801, 0.26953125
17.821, 0.2178955078
17.841, 0.1798095703
17.861, 0.1575927734
17.881, 0.1507568359
17.901, 0.1594238281
17.921, 0.1800537109
17.941, 0.2078857422
17.961, 0.2364501953
17.981, 0.2531738281
18.001, 0.2531738281
18.021, 0.2459716797
18.041, 0.2418212891
18.061, 0.2429199219
18.081, 0.2413330078
18.101, 0.2327880859
18.121, 0.2218017578
18.141, 0.208984375
18.161, 0.1932373047
18.181, 0.1879882812
18.201, 0.2144775391
18.221, 0.2663574219
18.241, 0.2973632812
18.261, 0.2739257812
18.281, 0.2202148438
18.301, 0.1794433594
18.321, 0.1713867188
18.341, 0.1877441406
18.361, 0.2110595703
18.381, 0.232421875
18.401, 0.2521972656
18.421, 0.2741699219
18.441, 0.291015625
18.461, 0.2902832031
18.481, 0.2707519531
18.501, 0.24609375
18.521, 0.2153320312
18.541, 0.1663818359
18.561, 0.1117553711
18.581, 0.08050537109
18.601, 0.06890869141
18.621, 0.04342651367
18.641, 0.009727478027
18.661, 0.01634216309
18.681, 0.08074951172
18.701, 0.1647949219
18.721, 0.2274169922
18.741, 0.2788085938
18.761, 0.3425292969
18.781, 0.3996582031
18.801, 0.419921875
18.821, 0.40625
18.841, 0.3698730469
18.861, 0.3171386719
18.881, 0.2612304688
18.901, 0.2172851562
18.921, 0.1964111328
18.941, 0.2043457031
18.961, 0.2290039062
18.981, 0.2484130859
19.001, 0.2563476562
19.021, 0.2563476562
19.041, 0.2482910156
19.061, 0.2252197266
19.081, 0.19921875
19.101, 0.1861572266
19.121, 0.1799316406
19.141, 0.1713867188
19.161, 0.1652832031
19.181, 0.1702880859
19.201, 0.181640625
19.221, 0.1986083984
19.241, 0.2303466797
19.261, 0.2744140625
19.281, 0.3032226562
19.301, 0.2919921875
19.321, 0.2465820312
19.341, 0.1794433594
19.361, 0.09149169922
19.381, -0.009582519531
19.401, -0.08978271484
19.421, -0.1028442383
19.441, -0.03497314453
19.461, 0.07348632812
19.481, 0.1669921875
19.501, 0.2197265625
19.521, 0.2374267578
19.541, 0.2325439453
19.561, 0.2102050781
19.581, 0.1701660156
19.601, 0.1262207031
19.621, 0.1083374023
19.641, 0.134765625
19.661, 0.1937255859
19.681, 0.2602539062
19.701, 0.3142089844
19.721, 0.341796875
19.741, 0.3388671875
19.761, 0.3088378906
19.781, 0.265625
19.801, 0.2314453125
19.821, 0.2169189453
19.841, 0.2155761719
19.861, 0.2249755859
19.881, 0.2548828125
19.901, 0.3063964844
19.921, 0.3579101562
19.941, 0.3784179688
19.961, 0.3583984375
19.981, 0.31640625
20.001, 0.2797851562
20.021, 0.255859375
20.041, 0.2435302734
20.061, 0.2489013672
20.081, 0.2788085938
20.101, 0.318359375
20.121, 0.3395996094
20.141, 0.3332519531
20.161, 0.3063964844
20.181, 0.2687988281
20.201, 0.2241210938
20.223, 0.1745605469
20.243, 0.1428222656
20.263, 0.1527099609
20.283, 0.1944580078
20.303, 0.2426757812
20.323, 0.2829589844
20.343, 0.3068847656
20.363, 0.3063964844
20.383, 0.2858886719
20.403, 0.2543945312
20.421, 0.2216796875
20.441, 0.1934814453
20.461, 0.1716308594
20.481, 0.1579589844
20.501, 0.1566162109
20.521, 0.1727294922
20.541, 0.1982421875
20.561, 0.2191162109
20.581, 0.228515625
20.601, 0.2200927734
20.621, 0.1915283203
20.641, 0.1589355469
20.661, 0.1475830078
20.681, 0.1608886719
20.701, 0.1903076172
20.721, 0.2321777344
20.741, 0.2800292969
20.761, 0.3181152344
20.781, 0.3229980469
20.801, 0.2897949219
20.821, 0.2436523438
20.841, 0.2108154297
20.861, 0.1903076172
20.881, 0.1678466797
20.901, 0.1494140625
20.921, 0.1551513672
20.941, 0.1871337891
20.961, 0.2299804688
20.981, 0.2680664062
21.001, 0.2902832031
21.021, 0.2956542969
21.041, 0.2880859375
21.061, 0.2673339844
21.081, 0.2374267578
21.101, 0.2159423828
21.121, 0.2193603516
21.141, 0.2431640625
21.161, 0.2683105469
21.181, 0.2822265625
21.201, 0.287109375
21.221, 0.2844238281
21.241, 0.2727050781
21.261, 0.2541503906
21.281, 0.2329101562
21.301, 0.2213134766
21.321, 0.2290039062
21.341, 0.2521972656
21.361, 0.2797851562
21.381, 0.3024902344
21.401, 0.3159179688
21.421, 0.3146972656
21.441, 0.2956542969
21.461, 0.2663574219
21.481, 0.2395019531
21.501, 0.2248535156
21.521, 0.2259521484
21.541, 0.2364501953
21.561, 0.2475585938
21.581, 0.2563476562
21.601, 0.2653808594
21.621, 0.2739257812
21.641, 0.2722167969
21.661, 0.2556152344
21.681, 0.2288818359
21.701, 0.2043457031
21.721, 0.1912841797
21.741, 0.1922607422
21.761, 0.1994628906
21.781, 0.2122802734
21.801, 0.2346191406
21.821, 0.2604980469
21.841, 0.27734375
21.861, 0.2775878906
21.881, 0.2653808594
21.901, 0.2479248047
21.921, 0.2279052734
21.941, 0.2106933594
21.961, 0.2056884766
21.981, 0.2203369141
22.001, 0.2495117188
22.021, 0.2785644531
22.041, 0.2941894531
22.061, 0.2917480469
22.081, 0.2822265625
22.101, 0.2768554688
22.121, 0.2719726562
22.141, 0.2626953125
22.161, 0.2531738281
22.181, 0.2524414062
22.201, 0.2629394531
22.223, 0.2797851562
22.243, 0.2954101562
22.263, 0.3081054688
22.283, 0.31640625
22.303, 0.3142089844
22.323, 0.2973632812
22.343, 0.2736816406
22.363, 0.2521972656
22.383, 0.2368164062
22.403, 0.2299804688
22.421, 0.2316894531
22.441, 0.2366943359
22.461, 0.2437744141
22.481, 0.2529296875
22.501, 0.2602539062
22.521, 0.259765625
22.541, 0.2504882812
22.561, 0.2377929688
22.581, 0.2255859375
22.601, 0.2220458984
22.621, 0.2349853516
22.641, 0.2624511719
22.661, 0.2978515625
22.681, 0.337890625
22.701, 0.3793945312
22.721, 0.4074707031
22.741, 0.4086914062
22.761, 0.3835449219
22.781, 0.3422851562
22.801, 0.2875976562
22.826, 0.2269287109
22.846, 0.1784667969
22.866, 0.1590576172
22.886, 0.1723632812
22.906, 0.2113037109
22.926, 0.2622070312
22.946, 0.3098144531
22.966, 0.345703125
22.986, 0.3588867188
23.006, 0.3376464844
23.021, 0.2849121094
23.041, 0.2159423828
23.061, 0.1604003906
23.081, 0.1402587891
23.101, 0.1568603516
23.121, 0.1981201172
23.141, 0.2468261719
23.161, 0.2863769531
23.181, 0.3049316406
23.201, 0.302734375
23.221, 0.2878417969
23.241, 0.2607421875
23.261, 0.2214355469
23.281, 0.1846923828
23.301, 0.1719970703
23.321, 0.1907958984
23.341, 0.2308349609
23.361, 0.2729492188
23.381, 0.3041992188
23.401, 0.3166503906
23.421, 0.3088378906
23.441, 0.283203125
23.461, 0.2469482422
23.481, 0.2117919922
23.501, 0.1872558594
23.521, 0.1800537109
23.541, 0.1917724609
23.561, 0.2161865234
23.581, 0.2452392578
23.601, 0.2727050781
23.621, 0.2890625
23.641, 0.2810058594
23.661, 0.2485351562
23.681, 0.2069091797
23.701, 0.1721191406
