time,speedMeasure
36.971, 0
37.081, 0
37.187, 0
37.291, 0
37.4, 0
37.507, 0
37.614, 0
37.726, 0
37.835, 0
37.944, 0
38.051, 0
38.157, 0
38.264, 0
38.373, 0
38.482, 0
38.588, 0
38.698, 0
38.807, 0
38.916, 0
39.02, 0
39.129, 0
39.236, 0
39.342, 0
39.452, 0
39.558, 0
39.67, 0
39.779, 0
39.888, 0
39.998, 0
40.107, 0
40.213, 0
40.323, 0
40.432, 0
40.541, 0
40.648, 0
40.757, 0
40.866, 0
40.976, 0
41.082, 0
41.186, 0
41.295, 0
41.402, 0
41.511, 0
41.62, 0
41.729, 0
41.839, 0
41.945, 0
42.052, 0
42.158, 0
42.267, 0
42.377, 0
42.483, 0
42.592, 0
42.702, 0
42.808, 0
42.915, 0
43.024, 0
43.128, 0
43.235, 0
43.346, 0
43.455, 0
43.565, 0
43.674, 0
43.783, 0
43.893, 0
43.999, 0
44.108, 0
44.217, 0
44.324, 0
44.436, 0
44.543, 0
44.652, 0
44.761, 0
44.868, 0
44.974, 0
45.081, 0
45.187, 0
45.296, 0
45.406, 0
45.515, 0
45.624, 0
45.733, 0
45.837, 0
45.947, 0
46.053, 0
46.162, 0
46.269, 0
46.375, 0
46.487, 0
46.596, 0
46.703, 0
46.809, 0
46.916, 0
47.026, 0
47.134, 0
47.241, 0
47.35, 4
47.46, 65533
47.569, 0
47.678, 0
47.787, 0
47.894, 0
48.003, 0
48.112, 0
48.222, 0
48.331, 0
48.437, 0
48.547, 0
48.656, 0
48.762, 0
48.866, 0
48.975, 0
49.082, 0
49.191, 0
49.3, 0
49.41, 0
49.519, 0
49.625, 0
49.729, 0
49.838, 0
49.945, 0
50.054, 0
50.164, 0
50.273, 0
50.382, 0
50.489, 0
50.595, 0
50.704, 0
50.811, 0
50.918, 0
51.027, 0
51.136, 0
51.245, 0
51.354, 0
51.464, 0
51.573, 0
51.682, 0
51.788, 2
51.898, 65526
52.007, 65527
52.117, 1
52.223, 1
52.332, 0
52.441, 0
52.551, 0
52.654, 65534
52.761, 5
52.87, 0
52.977, 0
53.086, 0
53.195, 0
53.304, 0
53.414, 0
53.52, 65533
53.624, 65529
53.733, 65534
53.842, 2
53.951, 10
54.06, 12
54.167, 13
54.279, 19
54.388, 24
54.498, 29
54.607, 37
54.717, 47
54.823, 55
54.935, 65
55.044, 79
55.154, 90
55.26, 101
55.37, 117
55.481, 126
55.591, 136
55.7, 145
55.81, 160
55.919, 171
56.028, 183
56.137, 192
56.247, 204
56.356, 209
56.462, 224
56.569, 231
56.675, 226
56.785, 236
56.892, 255
56.998, 278
57.104, 278
57.214, 316
57.323, 342
57.433, 366
57.542, 385
57.651, 407
57.76, 427
57.87, 455
57.976, 485
58.067, 510
58.176, 541
58.286, 565
58.392, 595
58.499, 634
58.603, 675
58.713, 708
58.819, 751
58.926, 790
59.035, 827
59.144, 870
59.254, 921
59.363, 940
59.472, 969
59.582, 986
59.691, 1002
59.8, 1012
59.91, 1020
60.016, 1030
60.126, 1029
60.235, 1005
60.339, 968
60.446, 942
60.555, 948
60.665, 946
60.771, 970
60.877, 994
60.985, 1024
61.088, 1059
61.197, 1081
61.304, 1066
61.412, 1007
61.521, 949
61.63, 946
61.737, 948
61.846, 958
61.956, 984
62.063, 1012
62.169, 1041
62.278, 1068
62.387, 1079
62.494, 1035
62.601, 974
62.712, 912
62.819, 913
62.926, 911
63.035, 951
63.142, 990
63.249, 1030
63.358, 1073
63.468, 1126
63.574, 1140
63.68, 1103
63.787, 1050
63.893, 1020
64.002, 928
64.106, 914
64.197, 922
64.303, 977
64.41, 1010
64.519, 1057
64.626, 1111
64.732, 1121
64.84, 1094
64.946, 1043
65.055, 961
65.164, 879
65.271, 880
65.375, 895
65.466, 941
65.575, 975
65.681, 1023
65.772, 1066
65.878, 1091
65.99, 1062
66.096, 1013
66.201, 947
66.307, 876
66.414, 841
66.523, 738
66.629, 726
66.739, 691
66.846, 699
66.952, 702
67.059, 720
67.168, 723
67.275, 706
67.384, 681
67.493, 662
67.597, 646
67.706, 626
67.813, 609
67.919, 604
68.026, 608
68.13, 630
68.239, 649
68.348, 669
68.456, 704
68.565, 740
68.674, 783
68.783, 836
68.89, 885
68.996, 937
69.106, 996
69.215, 1046
69.322, 1095
69.433, 1156
69.543, 1205
69.652, 1250
69.758, 1305
69.865, 1353
69.976, 1400
70.085, 1449
70.194, 1498
70.303, 1548
70.413, 1602
70.522, 1647
70.632, 1709
70.738, 1761
70.845, 1815
70.954, 1867
71.063, 1912
71.172, 1960
71.281, 2016
71.389, 2056
71.498, 2086
71.605, 2094
71.714, 2107
71.824, 2128
71.935, 2135
72.044, 2139
72.151, 2141
72.261, 2141
72.37, 2143
72.479, 2146
72.588, 2142
72.7, 2142
72.807, 2140
72.918, 2144
73.009, 2139
73.118, 2134
73.225, 2138
73.334, 2134
73.438, 2131
73.547, 2137
73.659, 2135
73.768, 2131
73.877, 2128
73.981, 2128
74.091, 2134
74.197, 2133
74.307, 2133
74.413, 2134
74.52, 2136
74.629, 2128
74.72, 2131
74.829, 2132
74.938, 2131
75.048, 2130
75.158, 2129
75.267, 2136
75.373, 2129
75.482, 2132
75.586, 2132
75.693, 2132
75.802, 2132
75.912, 2130
76.018, 2131
76.125, 2130
76.232, 2134
76.341, 2136
76.45, 2136
76.541, 2131
76.647, 2135
76.738, 2136
76.846, 2135
76.95, 2135
77.057, 2135
77.166, 2130
77.278, 2136
77.384, 2133
77.489, 2134
77.595, 2133
77.702, 2135
77.814, 2133
77.921, 2131
78.029, 2136
78.136, 2135
78.243, 2133
78.355, 2134
78.461, 2132
78.57, 2132
78.677, 2132
78.789, 2131
78.898, 2129
79.007, 2132
79.114, 2132
79.223, 2131
79.33, 2131
79.431, 2134
79.543, 2131
79.652, 2133
79.762, 2132
79.873, 2134
79.983, 2139
80.089, 2137
80.199, 2141
80.31, 2138
80.42, 2139
80.53, 2142
80.636, 2134
80.74, 2132
80.852, 2133
80.958, 2131
81.062, 2127
81.169, 2130
81.279, 2131
81.388, 2126
81.497, 2131
81.606, 2133
81.713, 2129
81.825, 2132
81.935, 2138
82.041, 2132
82.15, 2136
82.257, 2117
82.363, 2092
82.473, 2075
82.576, 2057
82.683, 2035
82.792, 2023
82.9, 2011
83.011, 1992
83.118, 1974
83.23, 1970
83.339, 1944
83.449, 1933
83.558, 1913
83.667, 1898
83.777, 1873
83.883, 1860
83.995, 1854
84.107, 1850
84.213, 1830
84.323, 1816
84.426, 1801
84.533, 1789
84.639, 1791
84.749, 1818
84.861, 1825
84.973, 1850
85.077, 1878
85.17, 1905
85.276, 1928
85.367, 1955
85.476, 1984
85.583, 2014
85.692, 2035
85.798, 2056
85.908, 2065
86.015, 2083
86.126, 2100
86.232, 2107
86.323, 2118
86.432, 2119
86.544, 2121
86.653, 2125
86.76, 2126
86.87, 2127
86.979, 2122
87.088, 2124
87.198, 2120
87.307, 2109
87.413, 2109
87.517, 2110
87.627, 2104
87.739, 2106
87.848, 2113
87.957, 2118
88.069, 2117
88.178, 2124
88.269, 2131
88.38, 2123
88.489, 2131
88.58, 2136
88.686, 2131
88.798, 2124
88.91, 2121
89.017, 2127
89.126, 2131
89.233, 2128
89.339, 2125
89.449, 2124
89.561, 2130
89.671, 2130
89.78, 2131
89.889, 2130
90.001, 2131
90.107, 2130
90.217, 2129
90.327, 2127
90.433, 2134
90.539, 2138
90.643, 2136
90.747, 2139
90.856, 2137
90.963, 2138
91.072, 2140
91.181, 2140
91.293, 2143
91.405, 2135
91.515, 2133
91.621, 2137
91.728, 2137
91.834, 2133
91.941, 2132
92.05, 2131
92.16, 2133
92.27, 2132
92.379, 2131
92.488, 2132
92.598, 2131
92.704, 2134
92.814, 2133
92.925, 2131
93.035, 2132
93.141, 2135
93.248, 2133
93.357, 2137
93.467, 2238
93.573, 2289
93.679, 2316
93.788, 2327
93.895, 2372
94.007, 2411
94.114, 2467
94.221, 2516
94.327, 2551
94.439, 2596
94.545, 2649
94.65, 2688
94.761, 2735
94.871, 2779
94.977, 2826
95.087, 2874
95.198, 2905
95.307, 2950
95.414, 2999
95.521, 3025
95.63, 3083
95.739, 3115
95.851, 3161
95.96, 3199
96.067, 3245
96.177, 3285
96.286, 3331
96.395, 3362
96.499, 3389
96.605, 3341
96.712, 3306
96.821, 3311
96.933, 3330
97.045, 3339
97.155, 3350
97.261, 3367
97.368, 3373
97.474, 3382
97.565, 3395
97.674, 3391
97.78, 3398
97.887, 3411
97.996, 3417
98.106, 3439
98.214, 3459
98.325, 3479
98.432, 3506
98.536, 3524
98.645, 3552
98.749, 3568
98.855, 3594
98.965, 3642
99.071, 3671
99.175, 3684
99.286, 3716
99.396, 3737
99.505, 3754
99.615, 3784
99.724, 3788
99.834, 3819
99.943, 3839
100.034, 3847
100.14, 3873
100.246, 3902
100.337, 3909
100.443, 3935
100.555, 3895
100.661, 3832
100.768, 3770
100.872, 3703
100.979, 3637
101.088, 3580
101.195, 3525
101.304, 3452
101.411, 3396
101.517, 3354
101.624, 3313
101.735, 3263
101.842, 3223
101.946, 3191
102.055, 3146
102.167, 3111
102.273, 3076
102.38, 3040
102.489, 3008
102.596, 2970
102.705, 2948
102.815, 2928
102.921, 2916
103.031, 2893
103.142, 2866
103.246, 2851
103.353, 2837
103.459, 2819
103.571, 2808
103.673, 2786
103.779, 2755
103.886, 2743
103.992, 2711
104.102, 2680
104.194, 2650
104.303, 2611
104.41, 2569
104.525, 2527
104.634, 2488
104.744, 2433
104.836, 2411
104.945, 2374
105.052, 2348
105.161, 2323
105.268, 2299
105.374, 2260
105.484, 2245
105.593, 2222
105.7, 2191
105.806, 2171
105.913, 2152
106.017, 2151
106.126, 2146
106.232, 2145
106.34, 2131
106.449, 2136
106.558, 2129
106.665, 2115
106.769, 2100
106.878, 2090
106.987, 2079
107.096, 2073
107.205, 2066
107.315, 2035
107.425, 2017
107.531, 2024
107.643, 2024
107.75, 2030
107.859, 2033
107.966, 2043
108.072, 2059
108.182, 2080
108.288, 2099
108.397, 2111
108.488, 2140
108.597, 2169
108.704, 2186
108.814, 2224
108.924, 2278
109.03, 2307
109.143, 2355
109.252, 2394
109.361, 2429
109.471, 2458
109.577, 2495
109.686, 2531
109.795, 2550
109.902, 2576
110.011, 2579
110.118, 2547
110.228, 2496
110.337, 2458
110.441, 2425
110.552, 2381
110.662, 2369
110.768, 2335
110.878, 2297
110.984, 2276
111.094, 2243
111.202, 2204
111.312, 2168
111.418, 2154
111.523, 2122
111.631, 2101
111.744, 2076
111.85, 2054
111.941, 2038
112.047, 2015
112.156, 1975
112.263, 1959
112.372, 1941
112.482, 1914
112.588, 1895
112.695, 1893
112.801, 1856
112.911, 1856
113.02, 1834
113.126, 1829
113.232, 1820
113.339, 1838
113.446, 1832
113.558, 1841
113.664, 1856
113.771, 1883
113.878, 1912
113.984, 1949
114.091, 1973
114.2, 2018
114.304, 2047
114.413, 2076
114.52, 2129
114.629, 2186
114.741, 2218
114.853, 2254
114.963, 2288
115.074, 2358
115.181, 2384
115.29, 2418
115.397, 2451
115.504, 2506
115.613, 2548
115.722, 2576
115.832, 2623
115.938, 2678
116.042, 2724
116.154, 2766
116.264, 2823
116.37, 2865
116.479, 2903
116.589, 2945
116.7, 2993
116.81, 3026
116.916, 3044
117.031, 3078
117.143, 3114
117.25, 3153
117.362, 3193
117.472, 3212
117.581, 3259
117.688, 3296
117.797, 3346
117.909, 3407
118.016, 3433
118.125, 3475
118.234, 3531
118.341, 3562
118.448, 3612
118.554, 3659
118.661, 3705
118.773, 3749
118.885, 3806
118.997, 3863
119.106, 3888
119.212, 3955
119.316, 3964
119.425, 4014
119.532, 4035
119.641, 4070
119.751, 4082
119.859, 4136
119.97, 4169
120.079, 4217
120.189, 4264
120.295, 4255
120.405, 4314
120.511, 4339
120.621, 4349
120.727, 4319
120.818, 4347
120.929, 4345
121.038, 4322
121.148, 4328
121.257, 4321
121.361, 4347
121.47, 4341
121.572, 4352
121.678, 4320
121.785, 4339
121.894, 4332
122.003, 4327
122.113, 4388
122.222, 4362
122.331, 4386
122.441, 4393
122.547, 4378
122.654, 4457
122.763, 4378
122.872, 4438
122.976, 4402
123.088, 4381
123.2, 4425
123.309, 4392
123.416, 4403
123.522, 4437
123.629, 4466
123.738, 4432
123.85, 4405
123.957, 4492
124.063, 4435
124.171, 4452
124.282, 4466
124.389, 4495
124.493, 4465
124.602, 4466
124.711, 4479
124.82, 4475
124.93, 4502
125.039, 4520
125.146, 4508
125.252, 4521
125.359, 4534
125.468, 4526
125.575, 4525
125.687, 4537
125.794, 4555
125.9, 4552
126.006, 4573
126.118, 4590
126.225, 4594
126.334, 4621
126.443, 4617
126.555, 4656
126.665, 4651
126.774, 4666
126.883, 4692
126.995, 4686
127.105, 4687
127.208, 4723
127.318, 4707
127.427, 4730
127.518, 4733
127.627, 4729
127.733, 4736
127.842, 4751
127.952, 4750
128.064, 4749
128.173, 4763
128.28, 4784
128.387, 4813
128.496, 4815
128.605, 4818
128.712, 4797
128.819, 4787
128.93, 4779
129.021, 4779
129.13, 4755
129.237, 4740
129.349, 4721
129.455, 4708
129.564, 4679
129.671, 4654
129.782, 4638
129.888, 4633
130, 4618
130.109, 4609
130.218, 4593
130.328, 4616
130.434, 4563
130.541, 4547
130.647, 4536
130.738, 4531
130.844, 4546
130.953, 4497
131.065, 4495
131.174, 4470
131.286, 4451
131.395, 4450
131.502, 4454
131.611, 4431
131.721, 4406
131.827, 4389
131.934, 4376
132.041, 4376
132.153, 4420
132.262, 4419
132.372, 4470
132.48, 4509
132.587, 4542
132.7, 4573
132.806, 4581
132.915, 4627
133.022, 4583
133.128, 4546
133.237, 4485
133.344, 4439
133.453, 4375
133.563, 4324
133.672, 4254
133.778, 4192
133.885, 4122
133.995, 4032
134.107, 3925
134.216, 3828
134.325, 3723
134.434, 3631
134.546, 3496
134.656, 3375
134.765, 3300
134.858, 3289
134.967, 3176
135.077, 3113
135.186, 3062
135.295, 2996
135.402, 2938
135.508, 2898
135.615, 2862
135.727, 2809
135.833, 2769
135.946, 2741
136.055, 2711
136.164, 2688
136.27, 2671
136.383, 2666
136.487, 2640
136.596, 2608
136.708, 2576
136.817, 2541
136.923, 2518
137.014, 2500
137.126, 2468
137.235, 2446
137.342, 2431
137.451, 2420
137.558, 2407
137.661, 2394
137.771, 2376
137.88, 2374
137.99, 2359
138.099, 2338
138.206, 2332
138.312, 2309
138.419, 2307
138.525, 2301
138.632, 2297
138.738, 2304
138.847, 2294
138.954, 2305
139.06, 2325
139.17, 2338
139.279, 2355
139.386, 2390
139.497, 2424
139.604, 2454
139.716, 2486
139.82, 2517
139.929, 2566
140.036, 2587
140.148, 2628
140.257, 2656
140.366, 2709
140.476, 2734
140.582, 2776
140.686, 2808
140.795, 2836
140.902, 2867
141.008, 2909
141.115, 2944
141.224, 2962
141.33, 2998
141.44, 3039
141.546, 3068
141.656, 3112
141.765, 3139
141.874, 3154
141.978, 3194
142.085, 3229
142.191, 3260
142.298, 3302
142.407, 3339
142.517, 3351
142.623, 3374
142.732, 3425
142.839, 3465
142.948, 3483
143.055, 3522
143.164, 3566
143.271, 3618
143.377, 3625
143.484, 3651
143.591, 3697
143.698, 3707
143.81, 3743
143.916, 3759
144.02, 3787
144.129, 3807
144.241, 3832
144.348, 3861
144.457, 3902
144.566, 3928
144.673, 3965
144.783, 3997
144.892, 4032
145.002, 4062
145.108, 4097
145.219, 4121
145.328, 4165
145.437, 4186
145.544, 4222
145.65, 4255
145.762, 4309
145.869, 4313
145.978, 4320
146.085, 4370
146.192, 4389
146.301, 4383
146.411, 4421
146.517, 4429
146.621, 4443
146.73, 4463
146.84, 4484
146.943, 4500
147.053, 4542
147.162, 4548
147.266, 4607
147.375, 4586
147.482, 4589
147.597, 4616
147.701, 4617
147.807, 4621
147.914, 4678
148.02, 4647
148.131, 4636
148.237, 4635
148.343, 4646
148.45, 4658
148.559, 4666
148.668, 4667
148.777, 4675
148.868, 4691
148.974, 4704
149.084, 4710
149.19, 4729
149.3, 4750
149.409, 4770
149.516, 4813
149.625, 4800
149.737, 4821
149.846, 4829
149.955, 4829
150.062, 4850
150.172, 4860
150.278, 4845
150.388, 4873
150.498, 4856
150.604, 4856
150.695, 4840
150.804, 4832
150.913, 4795
151.019, 4788
151.129, 4779
151.238, 4760
151.345, 4768
151.454, 4741
151.558, 4746
151.664, 4731
151.774, 4731
151.88, 4694
151.982, 4703
152.088, 4712
152.195, 4689
152.309, 4708
152.416, 4684
152.528, 4668
152.635, 4667
152.741, 4629
152.849, 4566
152.959, 4497
153.069, 4401
153.178, 4299
153.284, 4216
153.391, 4129
153.501, 4054
153.608, 3987
153.72, 3900
153.829, 3827
153.938, 3716
154.048, 3658
154.154, 3621
154.263, 3561
154.37, 3485
154.477, 3394
154.588, 3330
154.695, 3267
154.804, 3198
154.911, 3138
155.02, 3075
155.127, 3031
155.23, 2993
155.337, 2919
155.443, 2850
155.55, 2773
155.657, 2735
155.763, 2704
155.873, 2664
155.982, 2639
156.091, 2610
156.202, 2598
156.31, 2574
156.414, 2538
156.521, 2518
156.633, 2481
156.742, 2433
156.851, 2406
156.961, 2373
157.067, 2340
157.171, 2301
157.28, 2297
157.387, 2241
157.496, 2227
157.605, 2222
157.715, 2189
157.824, 2175
157.931, 2163
158.04, 2143
158.144, 2126
158.256, 2118
158.363, 2110
158.475, 2107
158.584, 2108
158.693, 2108
158.797, 2138
158.908, 2166
159.018, 2199
159.125, 2238
159.234, 2268
159.341, 2299
159.451, 2366
159.56, 2392
159.669, 2429
159.773, 2464
159.866, 2492
159.976, 2525
160.083, 2574
160.195, 2603
160.304, 2630
160.411, 2679
160.523, 2726
160.635, 2769
160.744, 2804
160.856, 2830
160.963, 2882
161.072, 2922
161.179, 2938
161.285, 2962
161.394, 2993
161.498, 3021
161.605, 3048
161.715, 3086
161.821, 3117
161.928, 3147
162.037, 3186
162.144, 3201
162.25, 3236
162.36, 3268
162.466, 3291
162.576, 3325
162.685, 3351
162.792, 3373
162.901, 3407
163.008, 3428
163.114, 3451
163.221, 3475
163.324, 3513
163.428, 3539
163.519, 3561
163.63, 3584
163.74, 3624
163.849, 3646
163.958, 3674
164.067, 3707
164.172, 3723
164.281, 3750
164.39, 3796
164.494, 3807
164.606, 3841
164.712, 3868
164.816, 3898
164.925, 3919
165.032, 3947
165.139, 3974
165.251, 3999
165.357, 4022
165.461, 4043
165.573, 4072
165.682, 4093
165.791, 4070
165.902, 3994
166.008, 3929
166.115, 3873
166.222, 3837
166.333, 3770
166.44, 3712
166.546, 3661
166.656, 3600
166.765, 3546
166.875, 3487
166.984, 3432
167.091, 3379
167.2, 3333
167.307, 3288
167.416, 3252
167.526, 3204
167.635, 3150
167.743, 3109
167.854, 3059
167.961, 3014
168.068, 2978
168.175, 2939
168.286, 2903
168.393, 2872
168.497, 2839
168.603, 2808
168.713, 2771
168.824, 2756
168.934, 2714
169.043, 2687
169.152, 2662
169.259, 2646
169.368, 2606
169.477, 2584
169.584, 2572
169.694, 2553
169.8, 2537
169.906, 2534
170.016, 2512
170.125, 2505
170.229, 2485
170.338, 2480
170.447, 2469
170.554, 2476
170.66, 2453
170.77, 2459
170.876, 2442
170.983, 2447
171.093, 2456
171.199, 2438
171.309, 2454
171.417, 2458
171.526, 2473
171.636, 2481
171.743, 2489
171.852, 2498
171.958, 2492
172.065, 2504
172.176, 2486
172.286, 2478
172.392, 2481
172.498, 2485
172.605, 2484
172.709, 2488
172.815, 2489
172.927, 2501
173.039, 2505
173.148, 2516
173.239, 2531
173.345, 2542
173.454, 2556
173.562, 2572
173.668, 2584
173.777, 2606
173.887, 2623
173.993, 2636
174.084, 2649
174.19, 2673
174.297, 2697
174.406, 2710
174.516, 2724
174.622, 2744
174.729, 2764
174.838, 2778
174.947, 2785
175.057, 2801
175.161, 2819
175.27, 2833
175.379, 2852
175.489, 2864
175.595, 2882
175.699, 2904
175.811, 2914
175.918, 2932
176.024, 2957
176.136, 2969
176.245, 2992
176.352, 3015
176.461, 3033
176.568, 3045
176.677, 3062
176.781, 3074
176.887, 3093
176.996, 3110
177.103, 3127
177.205, 3154
177.311, 3184
177.423, 3217
177.529, 3243
177.641, 3273
177.75, 3307
177.86, 3339
177.969, 3369
178.078, 3411
178.185, 3430
178.291, 3446
178.396, 3459
178.502, 3482
178.611, 3505
178.72, 3528
178.827, 3542
178.933, 3553
179.043, 3577
179.147, 3605
179.253, 3613
179.36, 3651
179.472, 3673
179.578, 3699
179.685, 3709
179.791, 3733
179.901, 3750
180.01, 3768
180.119, 3790
180.21, 3811
180.319, 3829
180.425, 3844
180.537, 3879
180.647, 3894
180.756, 3927
180.866, 3945
180.972, 3958
181.082, 3965
181.188, 4003
181.297, 4006
181.407, 4004
181.516, 4012
181.625, 4024
181.732, 4054
181.841, 4053
181.948, 4085
182.054, 4086
182.163, 4091
182.268, 4097
182.374, 4111
182.481, 4128
182.584, 4130
182.691, 4140
182.8, 4164
182.91, 4144
183.016, 4171
183.12, 4202
183.229, 4208
183.336, 4203
183.442, 4209
183.552, 4209
183.659, 4233
183.767, 4252
183.874, 4249
183.975, 4275
184.082, 4293
184.192, 4306
184.303, 4324
184.413, 4338
184.519, 4361
184.626, 4370
184.735, 4392
184.842, 4413
184.951, 4434
185.054, 4440
185.161, 4454
185.268, 4481
185.377, 4480
185.489, 4503
185.596, 4512
185.702, 4523
185.808, 4538
185.918, 4536
186.025, 4548
186.134, 4563
186.243, 4574
186.353, 4589
186.46, 4605
186.569, 4607
186.678, 4610
186.787, 4617
186.896, 4628
187.006, 4634
187.112, 4652
187.219, 4654
187.326, 4656
187.432, 4670
187.544, 4672
187.651, 4685
187.763, 4692
187.869, 4697
187.976, 4700
188.067, 4707
188.176, 4705
188.283, 4730
188.389, 4725
188.496, 4720
188.606, 4726
188.716, 4743
188.825, 4739
188.934, 4740
189.046, 4750
189.153, 4752
189.262, 4753
189.368, 4758
189.472, 4767
189.581, 4770
189.693, 4771
189.803, 4777
189.912, 4776
190.018, 4781
190.128, 4798
190.234, 4791
190.344, 4793
190.454, 4803
190.563, 4814
190.672, 4813
190.779, 4818
190.885, 4825
190.995, 4834
191.104, 4832
191.208, 4829
191.318, 4837
191.427, 4834
191.536, 4835
191.643, 4843
191.752, 4835
191.843, 4838
191.949, 4846
192.058, 4851
192.165, 4847
192.274, 4851
192.381, 4863
192.493, 4859
192.599, 4851
192.709, 4863
192.818, 4863
192.924, 4867
193.034, 4866
193.143, 4860
193.255, 4869
193.361, 4862
193.471, 4866
193.58, 4877
193.689, 4869
193.797, 4876
193.906, 4878
194.015, 4878
194.124, 4879
194.228, 4880
194.337, 4895
194.441, 4903
194.548, 4890
194.657, 4888
194.766, 4900
194.873, 4898
194.979, 4899
195.086, 4911
195.193, 4904
195.302, 4911
195.411, 4908
195.521, 4913
195.632, 4911
195.723, 4920
195.832, 4923
195.939, 4926
196.048, 4926
196.16, 4923
196.266, 4939
196.373, 4937
196.48, 4926
