time,pitchRate
18.081, 0.6748046875
18.101, 0.6928710938
18.121, 0.7001953125
18.141, 0.6943359375
18.161, 0.6821289062
18.181, 0.666015625
18.201, 0.6513671875
18.221, 0.6455078125
18.241, 0.6489257812
18.261, 0.6533203125
18.281, 0.6533203125
18.301, 0.6528320312
18.321, 0.658203125
18.341, 0.6708984375
18.361, 0.6879882812
18.381, 0.697265625
18.401, 0.6962890625
18.421, 0.6953125
18.441, 0.6953125
18.461, 0.69140625
18.481, 0.6899414062
18.501, 0.689453125
18.521, 0.681640625
18.541, 0.6733398438
18.561, 0.6733398438
18.581, 0.677734375
18.601, 0.6723632812
18.621, 0.658203125
18.641, 0.6489257812
18.661, 0.6440429688
18.681, 0.6328125
18.701, 0.6235351562
18.721, 0.626953125
18.741, 0.6328125
18.761, 0.6293945312
18.781, 0.6201171875
18.801, 0.615234375
18.821, 0.6196289062
18.841, 0.6333007812
18.861, 0.6430664062
18.881, 0.6411132812
18.901, 0.62890625
18.921, 0.6206054688
18.941, 0.6279296875
18.961, 0.6435546875
18.981, 0.6518554688
19.001, 0.650390625
19.021, 0.642578125
19.041, 0.634765625
19.061, 0.6293945312
19.081, 0.6313476562
19.101, 0.6411132812
19.121, 0.6479492188
19.141, 0.6513671875
19.161, 0.6577148438
19.181, 0.6645507812
19.201, 0.6752929688
19.221, 0.6918945312
19.241, 0.6967773438
19.261, 0.6899414062
19.281, 0.6787109375
19.301, 0.66796875
19.321, 0.6528320312
19.341, 0.6381835938
19.361, 0.626953125
19.381, 0.6245117188
19.401, 0.6352539062
19.421, 0.6430664062
19.441, 0.6323242188
19.461, 0.6176757812
19.481, 0.6157226562
19.501, 0.6235351562
19.521, 0.6337890625
19.541, 0.6455078125
19.561, 0.6557617188
19.581, 0.6616210938
19.601, 0.6665039062
19.621, 0.6762695312
19.641, 0.6811523438
19.661, 0.6704101562
19.681, 0.6557617188
19.701, 0.6508789062
19.721, 0.6557617188
19.741, 0.6650390625
19.761, 0.6743164062
19.781, 0.67578125
19.801, 0.6743164062
19.821, 0.6782226562
19.841, 0.6865234375
19.861, 0.6860351562
19.881, 0.6748046875
19.901, 0.6630859375
19.921, 0.6547851562
19.941, 0.6459960938
19.961, 0.640625
19.981, 0.6469726562
20.001, 0.6616210938
20.021, 0.6728515625
20.041, 0.6767578125
20.061, 0.6728515625
20.081, 0.6596679688
20.101, 0.6484375
20.121, 0.6513671875
20.141, 0.6645507812
20.161, 0.6748046875
20.181, 0.6796875
20.201, 0.6845703125
20.223, 0.6860351562
20.243, 0.6811523438
20.263, 0.6748046875
20.283, 0.6704101562
20.303, 0.666015625
20.323, 0.6586914062
20.343, 0.6508789062
20.363, 0.6489257812
20.383, 0.65234375
20.403, 0.6591796875
20.421, 0.6640625
20.441, 0.6611328125
20.461, 0.6499023438
20.481, 0.638671875
20.501, 0.63671875
20.521, 0.6440429688
20.541, 0.6508789062
20.561, 0.654296875
20.581, 0.654296875
20.601, 0.650390625
20.621, 0.650390625
20.641, 0.6567382812
20.661, 0.6596679688
20.681, 0.6567382812
20.701, 0.6518554688
20.721, 0.6484375
20.741, 0.6494140625
20.761, 0.65234375
20.781, 0.6552734375
20.801, 0.6538085938
20.821, 0.6513671875
20.841, 0.6577148438
20.861, 0.6684570312
20.881, 0.6743164062
20.901, 0.6748046875
20.921, 0.6743164062
20.941, 0.6748046875
20.961, 0.6743164062
20.981, 0.6782226562
21.001, 0.681640625
21.021, 0.677734375
21.041, 0.6689453125
21.061, 0.6606445312
21.081, 0.6557617188
21.101, 0.6538085938
21.121, 0.6494140625
21.141, 0.646484375
21.161, 0.6479492188
21.181, 0.6489257812
21.201, 0.6528320312
21.221, 0.66015625
21.241, 0.6665039062
21.261, 0.669921875
21.281, 0.6713867188
21.301, 0.6728515625
21.321, 0.6704101562
21.341, 0.6606445312
21.361, 0.6474609375
21.381, 0.638671875
21.401, 0.6362304688
21.421, 0.6372070312
21.441, 0.6411132812
21.461, 0.64453125
21.481, 0.646484375
21.501, 0.6479492188
21.521, 0.650390625
21.541, 0.6552734375
21.561, 0.66015625
21.581, 0.662109375
21.601, 0.6635742188
21.621, 0.6591796875
21.641, 0.6489257812
21.661, 0.6396484375
21.681, 0.6362304688
21.701, 0.63671875
21.721, 0.642578125
21.741, 0.6557617188
21.761, 0.6743164062
21.781, 0.689453125
21.801, 0.6958007812
21.821, 0.6938476562
21.841, 0.6875
21.861, 0.6811523438
21.881, 0.6743164062
21.901, 0.6669921875
21.921, 0.6567382812
21.941, 0.6474609375
21.961, 0.6469726562
21.981, 0.6596679688
22.001, 0.6801757812
22.021, 0.6967773438
22.041, 0.7041015625
22.061, 0.7036132812
22.081, 0.6967773438
22.101, 0.6923828125
22.121, 0.6918945312
22.141, 0.6884765625
22.161, 0.6831054688
22.181, 0.677734375
22.201, 0.6708984375
22.223, 0.66796875
22.243, 0.6665039062
22.263, 0.6674804688
22.283, 0.6704101562
22.303, 0.6733398438
22.323, 0.6752929688
22.343, 0.6787109375
22.363, 0.6796875
22.383, 0.6748046875
22.403, 0.6694335938
22.421, 0.66796875
22.441, 0.6762695312
22.461, 0.6943359375
22.481, 0.7109375
22.501, 0.7172851562
22.521, 0.712890625
22.541, 0.7016601562
22.561, 0.6879882812
22.581, 0.67578125
22.601, 0.666015625
22.621, 0.6606445312
22.641, 0.6625976562
22.661, 0.6665039062
22.681, 0.6689453125
22.701, 0.6704101562
22.721, 0.6806640625
22.741, 0.6909179688
22.761, 0.6938476562
22.781, 0.693359375
22.801, 0.6943359375
22.826, 0.6918945312
22.846, 0.6865234375
22.866, 0.6875
22.886, 0.6909179688
22.906, 0.6850585938
22.926, 0.6625976562
22.946, 0.6396484375
22.966, 0.6298828125
22.986, 0.630859375
23.006, 0.640625
23.021, 0.6533203125
23.041, 0.6630859375
23.061, 0.6728515625
23.081, 0.6831054688
23.101, 0.6909179688
23.121, 0.6870117188
23.141, 0.669921875
23.161, 0.6508789062
23.181, 0.6411132812
23.201, 0.6435546875
23.221, 0.6508789062
23.241, 0.6552734375
23.261, 0.65625
23.281, 0.6567382812
23.301, 0.6557617188
23.321, 0.650390625
23.341, 0.6411132812
23.361, 0.6318359375
23.381, 0.6225585938
23.401, 0.6142578125
23.421, 0.6118164062
23.441, 0.6166992188
23.461, 0.6225585938
23.481, 0.6245117188
23.501, 0.6274414062
23.521, 0.6362304688
23.541, 0.6474609375
23.561, 0.6533203125
23.581, 0.654296875
23.601, 0.654296875
23.621, 0.6567382812
23.641, 0.6596679688
23.661, 0.658203125
23.681, 0.6484375
23.701, 0.6376953125
23.721, 0.630859375
23.741, 0.6279296875
23.761, 0.6259765625
23.781, 0.6303710938
23.801, 0.6411132812
23.826, 0.650390625
23.846, 0.6533203125
23.866, 0.6499023438
23.886, 0.6430664062
23.906, 0.6318359375
23.926, 0.6162109375
23.946, 0.6049804688
23.966, 0.6059570312
23.986, 0.609375
24.006, 0.6079101562
24.021, 0.6040039062
24.041, 0.599609375
24.061, 0.5961914062
