time, value
142.286, 22.91250038
142.486, 22.88125038
142.886, 22.85000038
143.086, 22.81875038
143.486, 22.78750038
143.886, 22.75625038
144.486, 22.72500038
144.886, 22.69375038
145.686, 22.66250038
146.086, 22.69375038
146.486, 22.66250038
146.686, 22.69375038
147.086, 22.66250038
148.086, 22.69375038
148.286, 22.66250038
148.486, 22.69375038
149.686, 22.66250038
149.886, 22.69375038
150.086, 22.72500038
150.686, 22.75625038
151.086, 22.78750038
151.286, 22.81875038
152.686, 22.85000038
153.086, 22.81875038
153.486, 22.78750038
153.886, 22.75625038
154.086, 22.72500038
154.286, 22.69375038
154.886, 22.66250038
155.686, 22.69375038
155.886, 22.66250038
156.886, 22.63125038
157.486, 22.60000038
158.086, 22.56875038
158.286, 22.60000038
158.486, 22.63125038
158.686, 22.66250038
158.886, 22.69375038
159.086, 22.72500038
159.486, 22.75625038
159.686, 22.78750038
160.086, 22.81875038
160.486, 22.78750038
161.086, 22.81875038
161.286, 22.85000038
161.686, 22.88125038
162.886, 22.91250038
164.886, 22.88125038
165.286, 22.85000038
165.686, 22.81875038
167.086, 22.85000038
167.886, 22.88125038
168.086, 22.85000038
169.886, 22.88125038
170.086, 22.91250038
170.286, 22.94375038
170.686, 22.97500038
171.286, 23.00625038
171.686, 23.03750038
172.086, 23.06875038
172.286, 23.10000038
172.886, 23.06875038
173.486, 23.03750038
173.686, 23.00625038
174.486, 22.97500038
174.886, 22.94375038
175.086, 22.91250038
175.886, 22.88125038
176.086, 22.91250038
176.286, 22.88125038
176.686, 22.85000038
177.286, 22.88125038
178.086, 22.91250038
178.886, 22.88125038
179.286, 22.91250038
179.486, 22.88125038
181.686, 22.88125038
181.886, 22.91250038
182.286, 22.94375038
183.486, 22.97500038
184.686, 23.00625038
186.086, 23.03750038
186.286, 23.06875038
187.886, 23.10000038
188.286, 23.13125038
188.486, 23.10000038
188.686, 23.13125038
189.886, 23.16250038
190.086, 23.19375038
190.286, 23.22500038
190.686, 23.25625038
191.086, 23.28750038
191.486, 23.25625038
191.886, 23.22500038
192.286, 23.19375038
192.686, 23.16250038
193.286, 23.13125038
193.886, 23.10000038
194.886, 23.06875038
195.086, 23.10000038
195.886, 23.06875038
196.686, 23.03750038
197.686, 23.10000038
198.286, 23.13125038
198.486, 23.16250038
198.886, 23.19375038
199.686, 23.22500038
199.886, 23.25625038
200.486, 23.28750038
201.686, 23.31875038
202.086, 23.28750038
202.286, 23.31875038
202.686, 23.35000038
203.686, 23.38125038
205.886, 23.38125038
206.486, 23.35000038
207.086, 23.31875038
207.286, 23.28750038
207.686, 23.25625038
208.086, 23.22500038
208.486, 23.19375038
208.886, 23.22500038
209.286, 23.19375038
209.486, 23.22500038
209.686, 23.25625038
210.086, 23.28750038
210.286, 23.31875038
210.486, 23.35000038
210.686, 23.38125038
210.886, 23.41250038
211.086, 23.44375038
211.486, 23.47500038
211.686, 23.50625038
211.886, 23.53750038
212.286, 23.56875038
212.686, 23.60000038
213.286, 23.63125038
213.886, 23.60000038
214.086, 23.63125038
214.286, 23.66250038
214.886, 23.69375038
215.086, 23.75625038
215.886, 23.72500038
216.086, 23.69375038
216.286, 23.66250038
216.486, 23.63125038
216.886, 23.66250038
217.286, 23.72500038
217.886, 23.75625038
218.086, 23.78750038
218.486, 23.81875038
218.886, 23.85000038
219.486, 23.88125038
220.086, 23.91250038
221.286, 23.88125038
221.686, 23.85000038
221.886, 23.81875038
222.686, 23.78750038
223.486, 23.75625038
223.886, 23.78750038
224.686, 23.81875038
224.886, 23.85000038
225.886, 23.88125038
226.486, 23.91250038
226.686, 23.94375038
227.086, 23.97500038
227.286, 23.94375038
227.686, 23.97500038
229.286, 24.00625038
229.886, 23.97500038
230.086, 23.94375038
230.486, 23.91250038
230.686, 23.94375038
230.886, 23.97500038
231.286, 23.94375038
231.486, 23.91250038
232.086, 23.88125038
232.286, 23.91250038
233.086, 23.94375038
233.486, 23.91250038
234.686, 23.94375038
235.086, 23.91250038
235.286, 23.94375038
235.486, 23.91250038
236.286, 23.94375038
236.686, 24.00625038
236.886, 24.03750038
237.086, 24.06875038
237.286, 24.10000038
237.486, 24.13125038
237.686, 24.16250038
237.886, 24.19375038
238.686, 24.22500038
240.686, 24.19375038
241.086, 24.16250038
241.886, 24.13125038
242.086, 24.16250038
242.286, 24.13125038
242.886, 24.10000038
243.286, 24.13125038
243.486, 24.10000038
243.886, 24.06875038
244.286, 24.10000038
244.486, 24.06875038
245.286, 24.03750038
245.486, 24.06875038
245.686, 24.13125038
246.086, 24.16250038
246.486, 24.19375038
247.286, 24.16250038
247.486, 24.13125038
247.886, 24.10000038
248.686, 24.13125038
248.886, 24.16250038
249.086, 24.19375038
249.286, 24.22500038
249.686, 24.25625038
249.886, 24.28750038
250.086, 24.31875038
251.086, 24.35000038
252.086, 24.31875038
252.286, 24.28750038
252.486, 24.25625038
252.686, 24.22500038
253.286, 24.19375038
253.686, 24.16250038
254.086, 24.19375038
254.686, 24.22500038
255.086, 24.25625038
255.886, 24.28750038
256.286, 24.31875038
256.486, 24.35000038
258.686, 24.35000038
259.086, 24.31875038
259.486, 24.28750038
259.686, 24.25625038
260.086, 24.22500038
261.086, 24.19375038
263.286, 24.19375038
264.686, 24.22500038
265.286, 24.25625038
265.486, 24.22500038
265.686, 24.25625038
266.086, 24.28750038
266.686, 24.31875038
267.286, 24.35000038
268.086, 24.38125038
268.286, 24.41250038
268.886, 24.44375038
269.286, 24.47500038
270.286, 24.44375038
270.686, 24.41250038
270.886, 24.38125038
271.686, 24.35000038
272.486, 24.31875038
274.686, 24.28750038
274.886, 24.31875038
275.286, 24.35000038
275.686, 24.38125038
275.886, 24.44375038
276.286, 24.50625038
276.886, 24.53750038
277.286, 24.50625038
278.086, 24.53750038
278.486, 24.56875038
278.686, 24.60000038
279.286, 24.63125038
280.686, 24.66250038
281.686, 24.69375038
282.086, 24.66250038
282.286, 24.69375038
283.086, 24.66250038
283.486, 24.63125038
283.886, 24.60000038
284.886, 24.63125038
287.086, 24.63125038
287.286, 24.66250038
287.486, 24.63125038
288.286, 24.66250038
288.486, 24.69375038
288.686, 24.72500038
288.886, 24.75625038
289.286, 24.78750038
289.686, 24.81875038
290.086, 24.85000038
290.286, 24.88125038
290.686, 24.91250038
290.886, 24.88125038
291.486, 24.85000038
291.886, 24.81875038
292.486, 24.85000038
292.686, 24.81875038
292.886, 24.78750038
293.286, 24.75625038
293.686, 24.72500038
294.486, 24.69375038
295.286, 24.66250038
296.086, 24.69375038
296.886, 24.66250038
297.086, 24.69375038
298.286, 24.72500038
299.886, 24.75625038
300.486, 24.78750038
300.886, 24.81875038
301.086, 24.78750038
301.486, 24.81875038
302.086, 24.85000038
302.686, 24.88125038
303.086, 24.85000038
303.686, 24.88125038
303.886, 24.85000038
305.286, 24.88125038
307.286, 24.91250038
307.886, 24.88125038
308.086, 24.91250038
309.486, 24.94375038
309.886, 24.91250038
311.886, 24.94375038
312.086, 24.97500038
312.286, 25.00625038
312.486, 24.97500038
312.686, 24.94375038
313.886, 24.97500038
315.086, 25.00625038
316.086, 25.03750038
316.686, 25.06875038
318.886, 25.06875038
319.486, 25.10000038
320.686, 25.13125038
320.886, 25.10000038
321.086, 25.13125038
322.286, 25.10000038
322.686, 25.13125038
323.086, 25.10000038
323.486, 25.03750038
324.086, 25.00625038
324.686, 24.97500038
325.286, 24.94375038
325.686, 24.97500038
326.486, 25.00625038
326.886, 25.06875038
327.086, 25.10000038
327.286, 25.13125038
327.486, 25.16250038
327.686, 25.19375038
327.886, 25.22500038
328.286, 25.25625038
328.886, 25.22500038
329.286, 25.25625038
329.486, 25.22500038
329.886, 25.25625038
330.286, 25.22500038
330.686, 25.25625038
331.886, 25.28750038
332.086, 25.31875038
332.486, 25.35000038
332.686, 25.31875038
333.086, 25.28750038
333.486, 25.22500038
333.886, 25.16250038
334.086, 25.19375038
334.486, 25.22500038
334.686, 25.25625038
335.086, 25.28750038
335.286, 25.31875038
336.686, 25.35000038
337.086, 25.31875038
338.486, 25.28750038
338.886, 25.25625038
339.286, 25.22500038
341.286, 25.25625038
341.886, 25.28750038
342.086, 25.31875038
342.486, 25.35000038
343.086, 25.38125038
343.886, 25.41250038
345.286, 25.44375038
345.486, 25.41250038
345.686, 25.44375038
346.686, 25.41250038
347.486, 25.44375038
347.686, 25.47500038
348.086, 25.50625038
348.486, 25.47500038
348.686, 25.44375038
349.486, 25.41250038
349.886, 25.38125038
350.486, 25.41250038
350.886, 25.44375038
352.086, 25.47500038
352.286, 25.50625038
352.486, 25.53750038
352.886, 25.50625038
353.486, 25.53750038
353.686, 25.56875038
353.886, 25.63125038
354.086, 25.66250038
354.286, 25.69375038
354.886, 25.72500038
355.286, 25.75625038
356.286, 25.72500038
356.686, 25.75625038
356.886, 25.72500038
357.286, 25.69375038
357.486, 25.66250038
358.086, 25.63125038
358.686, 25.60000038
359.086, 25.56875038
359.486, 25.53750038
359.886, 25.50625038
360.486, 25.53750038
360.686, 25.50625038
361.486, 25.47500038
362.286, 25.44375038
362.486, 25.41250038
363.286, 25.44375038
364.486, 25.41250038
365.486, 25.38125038
365.686, 25.41250038
365.886, 25.44375038
366.286, 25.50625038
366.486, 25.53750038
366.686, 25.56875038
366.886, 25.60000038
367.086, 25.63125038
367.686, 25.66250038
368.686, 25.69375038
369.486, 25.66250038
369.686, 25.63125038
369.886, 25.56875038
370.286, 25.53750038
370.686, 25.50625038
371.086, 25.47500038
371.286, 25.44375038
371.486, 25.41250038
371.686, 25.44375038
372.086, 25.41250038
372.286, 25.44375038
372.486, 25.47500038
372.886, 25.50625038
373.086, 25.53750038
373.286, 25.56875038
373.686, 25.60000038
374.486, 25.63125038
375.286, 25.66250038
375.486, 25.63125038
375.686, 25.60000038
376.086, 25.56875038
376.486, 25.53750038
376.686, 25.50625038
376.886, 25.47500038
377.286, 25.44375038
377.686, 25.41250038
379.086, 25.38125038
379.886, 25.35000038
380.086, 25.38125038
381.286, 25.35000038
381.486, 25.38125038
383.686, 25.38125038
384.886, 25.35000038
385.286, 25.38125038
385.486, 25.35000038
385.686, 25.38125038
386.686, 25.35000038
386.886, 25.38125038
387.686, 25.41250038
388.286, 25.38125038
389.086, 25.35000038
390.486, 25.38125038
391.086, 25.35000038
391.286, 25.38125038
391.486, 25.35000038
391.886, 25.31875038
392.486, 25.28750038
392.886, 25.31875038
393.286, 25.35000038
393.486, 25.38125038
393.686, 25.41250038
393.886, 25.44375038
394.086, 25.47500038
394.286, 25.50625038
394.486, 25.53750038
394.686, 25.50625038
395.286, 25.53750038
395.486, 25.56875038
395.686, 25.60000038
396.086, 25.63125038
396.286, 25.66250038
396.486, 25.69375038
397.886, 25.66250038
399.086, 25.69375038
399.686, 25.66250038
400.486, 25.63125038
400.886, 25.60000038
401.686, 25.56875038
402.286, 25.53750038
402.486, 25.56875038
402.886, 25.60000038
403.286, 25.56875038
405.486, 25.56875038
405.686, 25.60000038
406.286, 25.63125038
406.486, 25.66250038
406.686, 25.69375038
407.086, 25.75625038
407.486, 25.78750038
407.886, 25.81875038
408.286, 25.85000038
408.886, 25.81875038
409.086, 25.78750038
409.686, 25.75625038
409.886, 25.78750038
410.086, 25.75625038
410.286, 25.78750038
410.486, 25.75625038
410.686, 25.72500038
411.086, 25.69375038
411.486, 25.66250038
412.686, 25.63125038
413.686, 25.60000038
414.086, 25.63125038
415.886, 25.66250038
416.286, 25.69375038
416.486, 25.66250038
416.886, 25.69375038
417.086, 25.66250038
419.286, 25.66250038
420.486, 25.69375038
420.886, 25.72500038
421.486, 25.69375038
421.686, 25.72500038
422.686, 25.75625038
423.486, 25.78750038
423.686, 25.75625038
423.886, 25.72500038
424.086, 25.75625038
425.286, 25.78750038
426.486, 25.75625038
426.886, 25.78750038
427.486, 25.75625038
428.086, 25.78750038
428.486, 25.75625038
429.486, 25.72500038
430.286, 25.69375038
431.486, 25.72500038
432.086, 25.69375038
432.886, 25.72500038
433.286, 25.75625038
433.686, 25.72500038
434.286, 25.75625038
434.686, 25.72500038
434.886, 25.75625038
435.086, 25.72500038
435.886, 25.69375038
436.086, 25.72500038
436.686, 25.75625038
437.086, 25.78750038
437.686, 25.81875038
437.886, 25.78750038
438.086, 25.81875038
439.286, 25.85000038
439.486, 25.81875038
439.686, 25.85000038
440.486, 25.81875038
441.286, 25.78750038
442.286, 25.75625038
442.486, 25.72500038
442.886, 25.69375038
443.686, 25.66250038
444.086, 25.69375038
444.886, 25.72500038
445.086, 25.75625038
445.286, 25.78750038
445.486, 25.81875038
445.686, 25.85000038
445.886, 25.88125038
446.286, 25.91250038
446.486, 25.94375038
447.286, 25.91250038
448.886, 25.94375038
449.286, 25.97500038
450.286, 26.00625038
450.486, 26.03750038
451.086, 26.06875038
451.686, 26.03750038
451.886, 26.00625038
452.086, 25.97500038
452.286, 25.94375038
452.486, 25.91250038
452.886, 25.94375038
453.486, 25.88125038
453.686, 25.85000038
454.086, 25.81875038
454.486, 25.85000038
455.086, 25.91250038
455.286, 25.94375038
455.486, 25.97500038
455.886, 26.03750038
456.686, 26.06875038
456.886, 26.03750038
457.086, 26.06875038
457.286, 26.03750038
457.686, 26.00625038
459.286, 25.97500038
460.086, 26.00625038
460.486, 26.03750038
461.086, 26.06875038
461.886, 26.10000038
462.286, 26.13125038
462.486, 26.10000038
462.686, 26.13125038
462.886, 26.06875038
463.286, 26.10000038
464.486, 26.13125038
465.486, 26.10000038
465.686, 26.13125038
465.886, 26.10000038
466.086, 26.13125038
466.286, 26.16250038
466.486, 26.19375038
466.686, 26.22500038
467.286, 26.19375038
467.486, 26.16250038
467.686, 26.19375038
468.286, 26.16250038
468.486, 26.13125038
468.886, 26.16250038
469.486, 26.13125038
469.686, 26.16250038
469.886, 26.13125038
470.286, 26.16250038
470.886, 26.19375038
471.086, 26.22500038
471.886, 26.25625038
472.286, 26.31875038
472.486, 26.35000038
472.686, 26.38125038
472.886, 26.41250038
473.086, 26.44375038
473.486, 26.47500038
473.686, 26.50625038
474.686, 26.53750038
475.086, 26.56875038
475.286, 26.53750038
475.486, 26.50625038
475.686, 26.53750038
476.086, 26.50625038
476.286, 26.47500038
476.686, 26.44375038
476.886, 26.41250038
477.086, 26.38125038
478.286, 26.35000038
478.886, 26.31875038
479.486, 26.28750038
479.886, 26.25625038
480.286, 26.28750038
480.686, 26.25625038
481.886, 26.28750038
482.086, 26.31875038
482.686, 26.35000038
483.086, 26.31875038
483.686, 26.28750038
484.086, 26.25625038
484.486, 26.22500038
485.086, 26.25625038
485.286, 26.28750038
485.486, 26.31875038
485.686, 26.35000038
485.886, 26.38125038
486.086, 26.41250038
486.486, 26.44375038
486.886, 26.47500038
487.486, 26.50625038
487.886, 26.53750038
488.486, 26.50625038
488.886, 26.47500038
489.086, 26.44375038
489.286, 26.41250038
489.486, 26.38125038
489.886, 26.35000038
490.286, 26.31875038
490.486, 26.28750038
490.686, 26.25625038
491.286, 26.22500038
491.486, 26.25625038
491.686, 26.28750038
491.886, 26.31875038
492.086, 26.35000038
492.286, 26.38125038
492.686, 26.41250038
493.686, 26.44375038
493.886, 26.41250038
494.086, 26.44375038
494.886, 26.41250038
495.486, 26.38125038
495.686, 26.35000038
496.086, 26.31875038
496.286, 26.28750038
496.886, 26.25625038
497.086, 26.22500038
497.486, 26.19375038
497.886, 26.22500038
499.486, 26.25625038
499.886, 26.22500038
500.086, 26.25625038
500.486, 26.22500038
500.686, 26.25625038
502.086, 26.22500038
503.886, 26.25625038
505.886, 26.22500038
506.086, 26.25625038
506.486, 26.28750038
507.086, 26.25625038
507.286, 26.22500038
508.086, 26.19375038
508.286, 26.16250038
508.686, 26.13125038
509.086, 26.16250038
509.286, 26.13125038
509.886, 26.10000038
510.086, 26.06875038
510.486, 26.03750038
511.086, 26.00625038
511.486, 25.97500038
512.486, 26.00625038
512.886, 26.03750038
513.286, 26.06875038
513.686, 26.10000038
513.886, 26.13125038
514.086, 26.16250038
514.486, 26.13125038
514.686, 26.10000038
514.886, 26.13125038
515.086, 26.16250038
515.286, 26.19375038
515.686, 26.22500038
515.886, 26.25625038
516.286, 26.28750038
517.486, 26.31875038
518.286, 26.35000038
519.086, 26.31875038
519.686, 26.28750038
519.886, 26.31875038
520.086, 26.28750038
521.486, 26.25625038
521.886, 26.28750038
522.886, 26.25625038
523.686, 26.28750038
523.886, 26.25625038
525.086, 26.22500038
525.486, 26.19375038
525.686, 26.25625038
525.886, 26.28750038
526.086, 26.31875038
526.486, 26.35000038
526.886, 26.38125038
527.286, 26.41250038
527.886, 26.44375038
528.086, 26.47500038
528.486, 26.44375038
529.286, 26.41250038
529.686, 26.38125038
529.886, 26.35000038
530.086, 26.31875038
530.486, 26.28750038
531.086, 26.25625038
531.486, 26.22500038
531.886, 26.19375038
532.686, 26.16250038
533.686, 26.13125038
533.886, 26.16250038
535.886, 26.13125038
536.686, 26.10000038
536.886, 26.13125038
537.286, 26.16250038
537.486, 26.19375038
538.686, 26.22500038
539.486, 26.19375038
539.686, 26.22500038
539.886, 26.19375038
540.486, 26.16250038
540.686, 26.19375038
541.486, 26.22500038
541.886, 26.19375038
542.686, 26.22500038
543.886, 26.19375038
544.086, 26.22500038
544.286, 26.19375038
545.686, 26.22500038
546.086, 26.25625038
546.486, 26.28750038
548.686, 26.28750038
549.486, 26.25625038
549.886, 26.22500038
550.686, 26.19375038
550.886, 26.22500038
551.086, 26.19375038
551.286, 26.22500038
551.486, 26.19375038
551.886, 26.16250038
552.486, 26.13125038
552.886, 26.16250038
555.086, 26.16250038
555.686, 26.13125038
557.086, 26.16250038
557.886, 26.19375038
558.286, 26.16250038
558.486, 26.19375038
558.686, 26.16250038
559.286, 26.19375038
559.486, 26.16250038
561.086, 26.13125038
562.086, 26.16250038
563.686, 26.13125038
564.286, 26.16250038
564.486, 26.13125038
564.686, 26.16250038
564.886, 26.13125038
565.286, 26.16250038
565.486, 26.13125038
565.886, 26.16250038
566.086, 26.22500038
566.486, 26.25625038
566.686, 26.28750038
566.886, 26.31875038
567.086, 26.35000038
567.686, 26.31875038
568.886, 26.28750038
569.286, 26.31875038
570.086, 26.35000038
570.486, 26.31875038
570.886, 26.28750038
571.086, 26.31875038
571.286, 26.35000038
571.686, 26.38125038
571.886, 26.35000038
572.086, 26.31875038
572.286, 26.28750038
572.486, 26.25625038
572.886, 26.22500038
573.286, 26.25625038
573.686, 26.22500038
574.486, 26.19375038
574.886, 26.16250038
575.286, 26.13125038
575.486, 26.10000038
575.686, 26.13125038
576.086, 26.19375038
576.486, 26.22500038
576.686, 26.25625038
576.886, 26.28750038
577.286, 26.31875038
577.686, 26.35000038
578.286, 26.31875038
578.686, 26.28750038
579.286, 26.31875038
579.886, 26.35000038
581.086, 26.38125038
581.286, 26.41250038
581.686, 26.44375038
581.886, 26.41250038
582.486, 26.38125038
583.486, 26.35000038
584.686, 26.31875038
585.286, 26.28750038
586.086, 26.31875038
586.286, 26.28750038
586.486, 26.31875038
587.086, 26.35000038
587.286, 26.38125038
587.486, 26.41250038
587.686, 26.44375038
588.486, 26.41250038
589.086, 26.44375038
589.286, 26.47500038
589.486, 26.50625038
589.686, 26.53750038
589.886, 26.56875038
590.086, 26.60000038
590.286, 26.63125038
590.486, 26.66250038
590.686, 26.63125038
590.886, 26.60000038
591.286, 26.63125038
591.486, 26.66250038
591.886, 26.69375038
592.086, 26.72500038
592.286, 26.75625038
592.686, 26.78750038
593.086, 26.75625038
593.286, 26.72500038
593.686, 26.69375038
594.286, 26.72500038
594.886, 26.75625038
595.686, 26.72500038
596.286, 26.69375038
596.686, 26.66250038
596.886, 26.69375038
597.086, 26.66250038
597.886, 26.63125038
598.486, 26.60000038
599.086, 26.56875038
599.686, 26.53750038
601.886, 26.56875038
602.086, 26.53750038
602.686, 26.56875038
603.286, 26.53750038
603.886, 26.50625038
604.286, 26.47500038
605.486, 26.44375038
605.686, 26.41250038
606.486, 26.38125038
606.686, 26.35000038
606.886, 26.38125038
607.086, 26.35000038
607.486, 26.31875038
607.686, 26.35000038
607.886, 26.38125038
608.086, 26.41250038
608.486, 26.44375038
608.686, 26.47500038
609.086, 26.50625038
609.486, 26.53750038
609.686, 26.56875038
610.886, 26.60000038
611.086, 26.56875038
611.886, 26.53750038
612.286, 26.50625038
612.486, 26.47500038
613.086, 26.44375038
613.286, 26.41250038
613.686, 26.38125038
613.886, 26.35000038
614.286, 26.31875038
615.086, 26.35000038
615.286, 26.38125038
615.686, 26.41250038
616.286, 26.44375038
616.686, 26.47500038
617.086, 26.44375038
617.686, 26.47500038
618.286, 26.44375038
618.486, 26.41250038
619.286, 26.38125038
619.486, 26.35000038
619.886, 26.31875038
620.286, 26.28750038
620.686, 26.25625038
621.286, 26.22500038
622.286, 26.19375038
622.486, 26.16250038
623.886, 26.19375038
624.286, 26.22500038
624.486, 26.19375038
625.086, 26.16250038
626.086, 26.19375038
626.286, 26.16250038
627.086, 26.19375038
627.886, 26.22500038
628.086, 26.19375038
628.286, 26.22500038
628.886, 26.25625038
629.686, 26.28750038
629.886, 26.31875038
631.086, 26.35000038
631.486, 26.31875038
631.686, 26.35000038
632.486, 26.31875038
633.086, 26.28750038
633.486, 26.22500038
633.686, 26.19375038
634.086, 26.16250038
635.086, 26.13125038
636.086, 26.10000038
636.286, 26.13125038
636.486, 26.10000038
637.886, 26.06875038
638.486, 26.03750038
639.086, 26.06875038
639.486, 26.10000038
639.686, 26.13125038
639.886, 26.16250038
640.286, 26.19375038
640.486, 26.22500038
640.686, 26.25625038
640.886, 26.28750038
641.086, 26.25625038
641.486, 26.22500038
642.086, 26.25625038
642.286, 26.28750038
642.886, 26.31875038
643.286, 26.35000038
643.886, 26.31875038
644.086, 26.35000038
644.486, 26.31875038
644.886, 26.28750038
645.486, 26.25625038
